"food_nutrient_conversion_factor_id","protein_value","fat_value","carbohydrate_value"
"14215","4.27","9.02","3.87"
"14216","4.27","9.02","3.87"
"14217","4.27","9.02","3.87"
"14218","4.27","9.02","3.87"
"14219","4.27","9.02","3.87"
"14220","4.27","9.02","3.87"
"14221","4.27","9.02","3.87"
"14222","4.27","9.02","3.87"
"14223","4.27","9.02","3.87"
"14224","4.27","9.02","3.87"
"14225","4.27","9.02","3.87"
"14226","4.27","9.02","3.87"
"14227","4.27","9.02","3.87"
"14228","4.27","9.02","3.87"
"14229","4.27","9.02","3.87"
"14230","4.27","9.02","3.87"
"14231","4.27","9.02","3.87"
"14232","4.27","9.02","3.87"
"14233","4.27","9.02","3.87"
"14234","4.27","9.02","3.87"
"14235","4.27","9.02","3.87"
"14236","4.27","9.02","3.87"
"14237","4.27","9.02","3.87"
"14238","4.27","9.02","3.87"
"14239","4.27","9.02","3.87"
"14240","4.27","9.02","3.87"
"14241","4.27","9.02","3.87"
"14242","4.27","9.02","3.87"
"14243","4.27","9.02","3.87"
"14244","4.27","9.02","3.87"
"14245","4.27","9.02","3.87"
"14246","4.27","9.02","3.87"
"14247","4.27","9.02","3.87"
"14248","4.27","9.02","3.87"
"14249","4.27","9.02","3.87"
"14250","4.27","9.02","3.87"
"14251","4.27","9.02","3.87"
"14252","4.27","9.02","3.87"
"14253","4.27","9.02","3.87"
"14254","4.27","9.02","3.87"
"14255","4.27","9.02","3.87"
"14256","4.27","9.02","3.87"
"14257","4.27","9.02","3.87"
"14258","4.27","9.02","3.87"
"14259","4.27","9.02","3.87"
"14260","4.27","9.02","3.87"
"14261","4.27","9.02","3.87"
"14262","4.27","9.02","3.87"
"14263","4.27","9.02","3.87"
"14264","4.27","9.02","3.87"
"14265","4.27","9.02","3.87"
"14266","4.27","9.02","3.87"
"14267","4.27","9.02","3.87"
"14268","4.27","9.02","3.87"
"14269","4.27","9.02","3.87"
"14270","4.27","9.02",""
"14271","4.27","9.02",""
"14272","4.27","9.02","3.87"
"14273","3.9","8.8","3.9"
"14274","4","9","4"
"14275","4.1","8.9","4.1"
"14276","3.9","8.8","3.9"
"14277","4.1","8.8","3.9"
"14278","4.2","9","4"
"14279","4","9","4"
"14280","3.8","9","4"
"14281","4","9","4"
"14282","4.1","8.8","3.9"
"14283","4.3","8.9","3.9"
"14284","4","9","4"
"14285","3.7","8.9","4"
"14286","3.7","8.9","4"
"14287","2.5","8.5","4"
"14288","3.9","8.8","3.9"
"14289","4.3","8.9","3.9"
"14290","3.7","8.9","4"
"14291","3.7","8.9","4"
"14292","3.7","8.9","4"
"14293","4.1","8.8","3.9"
"14294","4","9","4"
"14295","4","9","4"
"14296","4","9","4"
"14297","4.2","9","4"
"14298","4.2","9","4"
"14299","3.5","9","3.9"
"14300","4","9","4"
"14301","4","9","4"
"14302","3.4","8.9","4"
"14303","4","9","4"
"14304","3.4","8.9","4"
"14305","4.1","8.9","4.1"
"14306","3.8","9","4"
"14307","4","9","4.2"
"14308","3.9","8.8","3.9"
"14309","4","9","4"
"14310","4","9","4"
"14311","4","9","4"
"14312","4.27","9.02","3.87"
"14313","4","9","4"
"14314","4","9","4"
"14315","4","9","4"
"14316","4.27","9.02","3.87"
"14317","4.27","9.02","3.87"
"14318","4.27","9.02","3.87"
"14319","4","9","4"
"14320","4.27","9.02","3.87"
"14321","4","9","4"
"14322","4.27","9.02","3.87"
"14323","4.27","9.02","3.87"
"14324","4.27","9.02","3.87"
"14325","4.27","9.02","3.87"
"14326","4.27","9.02","3.87"
"14327","4.27","9.02","3.87"
"14328","4.27","9.02","3.68"
"14329","4.27","9.02","3.87"
"14330","4.27","9.02","3.68"
"14331","4.27","9.02","3.87"
"14332","4.27","9.02","3.87"
"14333","3.46","8.37","4.16"
"14334","3.46","8.37","4.16"
"14335","3.46","8.37","4.16"
"14336","4.05","8.37","4.12"
"14337","4.05","8.37","4.12"
"14338","4.05","8.37","4.12"
"14339","4.05","8.37","4.12"
"14340","3.46","8.37","4.12"
"14341","3.46","8.37","4.12"
"14342","3.59","8.37","3.78"
"14343","3.59","8.37","3.78"
"14344","3.59","8.37","3.78"
"14345","3.59","8.37","3.78"
"14346","3.46","8.37","4.16"
"14347","3.46","8.37","4.16"
"14348","3.46","8.37","4.16"
"14349","3.46","8.37","4.16"
"14350","3.46","8.37","4.12"
"14351","3.59","8.37","3.78"
"14352","3.59","8.37","3.78"
"14353","3.36","8.37","3.6"
"14354","3.36","8.37","3.92"
"14355","3.36","8.37","3.6"
"14356","3.36","8.37","3.6"
"14357","3.36","8.37","3.6"
"14358","3.36","8.37","3.6"
"14359","3.36","8.37","3.6"
"14360","3.36","8.37","3.6"
"14361","3.36","8.37","3.6"
"14362","3.36","8.37","3.75"
"14363","3.36","8.37","3.6"
"14364","3.36","8.37","3.6"
"14365","3.36","8.37","3.75"
"14366","3.36","8.37","3.75"
"14367","3.36","8.37","3.78"
"14368","3.36","8.37","3.6"
"14369","3.36","8.37","3.78"
"14370","3.36","8.37","3.78"
"14371","3.36","8.37","3.6"
"14372","3.36","8.37","3.6"
"14373","3.36","8.37","3.6"
"14374","3.36","8.37","3.75"
"14375","3.36","8.37","3.6"
"14376","3.36","8.37","3.6"
"14377","3.36","8.37","3.75"
"14378","3.36","8.37","3.6"
"14379","3.36","8.37","3.6"
"14380","3.36","8.37","3.6"
"14381","3.36","8.37","3.75"
"14382","3.36","8.37","3.78"
"14383","3.36","8.37","3.6"
"14384","3.36","8.37","3.6"
"14385","3.36","8.37","3.78"
"14386","3.36","8.37","3.6"
"14387","3.36","8.37","3.6"
"14388","3.36","8.37","3.6"
"14389","3.36","8.37","3.6"
"14390","3.36","8.37","3.6"
"14391","3.36","8.37","3.6"
"14392","3.36","8.37","3.6"
"14393","4.27","9.02","3.87"
"14394","4.27","9.02","3.87"
"14395","4.27","9.02","3.87"
"14396","4.27","9.02","3.87"
"14397","4.27","9.02","3.87"
"14398","4.27","9.02","3.87"
"14399","4.27","9.02","3.87"
"14400","4.27","9.02","3.87"
"14401","4.27","9.02","3.87"
"14402","4.27","9.02","3.87"
"14403","4.27","9.02","3.87"
"14404","4.27","9.02","3.87"
"14405","4.27","9.02","3.87"
"14406","4.27","9.02","3.87"
"14407","4.27","9.02","3.87"
"14408","4.27","9.02","3.87"
"14409","4.27","9.02","3.87"
"14410","4.27","9.02","3.87"
"14411","4.27","9.02","3.87"
"14412","4.27","9.02","3.87"
"14413","4.27","9.02","3.87"
"14414","4.27","9.02","3.87"
"14415","4.27","9.02","3.87"
"14416","4.27","9.02","3.87"
"14417","4.27","9.02","3.87"
"14418","4.27","9.02","3.87"
"14419","4.27","9.02","3.87"
"14420","4.27","9.02","3.87"
"14421","4.27","9.02","3.87"
"14422","4.27","9.02","3.87"
"14423","4.27","9.02","3.87"
"14424","4.27","9.02","3.87"
"14425","4.27","9.02","3.87"
"14426","4.27","9.02","3.87"
"14427","4","9","4"
"14428","4.27","9.02","3.87"
"14429","4.27","9.02","3.87"
"14430","4.27","9.02","3.87"
"14431","4.27","9.02","3.87"
"14432","4.27","9.02","3.87"
"14433","4.27","9.02","3.87"
"14434","3.36","8.37","3.87"
"14435","4","9","4"
"14436","3.36","8.37","3.87"
"14437","3.36","8.37","3.92"
"14438","3.87","8.37","3.36"
"14439","3.8","8.8","4"
"14440","4","9","4"
"14441","3.47","8.37","4.07"
"14442","3.47","8.37","4.07"
"14443","3.47","8.37","4.07"
"14444","3.47","8.37","4.07"
"14445","3.2","8.37","4.1"
"14446","3.36","8.37","3.9"
"14447","3.36","8.37","3.9"
"14448","4","9","4"
"14449","3.36","8.37","3.9"
"14450","3.36","8.37","3.9"
"14451","2.44","8.37","3.9"
"14452","","","4.12"
"14453","","","4.12"
"14454","0","0","0"
"14455","4","9","4"
"14456","3.36","8.37","3.92"
"14457","4.27","9.02","3.87"
"14458","4.27","9.02","3.87"
"14459","4.27","9.02","3.87"
"14460","4.27","9.02","3.87"
"14461","4.27","9.02","3.87"
"14462","4.27","9.02","3.87"
"14463","4.27","9.02","3.87"
"14464","4.27","9.02","3.87"
"14465","4.27","9.02","3.87"
"14466","4.27","9.02","3.87"
"14467","4.27","9.02","3.87"
"14468","4.27","9.02","3.87"
"14469","4.27","9.02","3.87"
"14470","4.27","9.02","4"
"14471","4.27","9.02","3.87"
"14472","4.27","9.02","3.87"
"14473","4.27","9.02","3.87"
"14474","4.27","9.02","3.87"
"14475","4.27","9.02","4.11"
"14476","4.27","8.84","3.68"
"14477","4.27","9.02","4.11"
"14478","4.27","9.02","4.11"
"14479","4.27","8.84","3.68"
"14480","4.27","9.02","4.11"
"14481","4.27","9.02","4.11"
"14482","4.27","9.02","3.87"
"14483","4.27","8.84","4.12"
"14484","4.27","9.02","4.11"
"14485","4.27","9.02","4.11"
"14486","4.27","9.02","4.11"
"14487","4.27","9.02","4.11"
"14488","4.27","9.02","4.12"
"14489","4.27","9.02","4.11"
"14490","4.27","9.02","4.11"
"14491","4.27","8.84","4.12"
"14492","4.27","9.02","4.11"
"14493","4.27","9.02","4.11"
"14494","4.27","9.02","3.87"
"14495","4.27","9.02","3.87"
"14496","4.27","9","3.87"
"14497","4.27","9.02","3.87"
"14498","4.27","9.02","3.87"
"14499","4.27","9.02","3.87"
"14500","4.27","9.02","3.87"
"14501","4.27","9.02","3.87"
"14502","4.27","9.02","3.87"
"14503","4.27","9.02","3.87"
"14504","4.27","9.02","3.87"
"14505","4.27","9.02","3.87"
"14506","4.27","9.02","3.87"
"14507","4.27","9.02","3.87"
"14508","4.27","9.02","3.87"
"14509","4.27","9.02","3.87"
"14510","4.27","9.02","3.87"
"14511","4.27","9.02","3.87"
"14512","4.27","9.02","3.87"
"14513","4.27","9.02","3.87"
"14514","4.27","9.02","3.87"
"14515","4.27","9.02","3.87"
"14516","4.27","9.02","4.11"
"14517","4.27","9.02","4.11"
"14518","4.27","9.02","4.11"
"14519","4.27","9.02","4.11"
"14520","4.27","9.02","3.68"
"14521","4.27","9.02","3.87"
"14522","4.27","9.02","3.87"
"14523","3.91","8.37","4.12"
"14524","3.46","8.37","4.16"
"14525","4.05","8.37","4.12"
"14526","4.05","8.37","4.12"
"14527","4.05","8.37","4.12"
"14528","4.05","8.37","4.12"
"14529","4.05","8.37","4.12"
"14530","4.05","8.37","4.12"
"14531","4.05","8.37","4.12"
"14532","4","9","4"
"14533","3.78","8.37","3.95"
"14534","3.78","8.37","3.95"
"14535","4.12","8.37","3.41"
"14536","3.78","8.37","3.95"
"14537","4.13","8.8","3.95"
"14538","4.22","8.8","3.94"
"14539","4.03","8.67","3.95"
"14540","4.01","8.75","3.95"
"14541","4.12","8.89","3.94"
"14542","4.19","8.9","3.94"
"14543","3.61","8.83","3.92"
"14544","4.27","8.79","3.87"
"14545","4.23","8.89","3.83"
"14546","3.68","8.37","3.96"
"14547","3.76","8.71","3.98"
"14548","4","9","4"
"14549","4","9","4"
"14550","4","9","4"
"14551","4","9","4"
"14552","4","9","4"
"14553","4","9","4"
"14554","4","9","4"
"14555","4","9","4"
"14556","4.27","9.02","3.87"
"14557","4.27","9.02","3.87"
"14558","4.27","9.02","3.87"
"14559","4.27","9.02","3.87"
"14560","4.27","9.02","3.87"
"14561","4.27","9.02","3.87"
"14562","4.27","9.02","3.87"
"14563","4.27","9.02","3.87"
"14564","4.27","9.02","3.87"
"14565","4.27","9.02","3.87"
"14566","4.27","9.02","3.87"
"14567","4.27","9.02","3.87"
"14568","4.27","9.02","3.87"
"14569","4.27","9.02","3.87"
"14570","4.27","9.02","3.87"
"14571","4.27","9.02","3.87"
"14572","4.27","9.02","3.87"
"14573","4.27","9.02","3.87"
"14574","4.27","9.02","3.87"
"14575","4.27","9.02","3.87"
"14576","4.27","9.02","3.87"
"14577","4.27","9.02","3.87"
"14578","4.27","9.02","3.87"
"14579","4.27","8.79","3.87"
"14580","4.27","8.79","3.87"
"14581","4.27","8.79","3.87"
"14582","4.27","8.79","3.87"
"14583","4.27","8.79","3.87"
"14584","4.27","8.79","3.87"
"14585","4.27","8.79","3.87"
"14586","4.36","9.02","3.68"
"14587","4.36","9.02","3.68"
"14588","4.36","9.02","3.68"
"14589","4.36","9.02","3.68"
"14590","4.36","9.02","3.68"
"14591","4.36","9.02","3.68"
"14592","4.36","9.02","3.68"
"14593","4.36","9.02","3.68"
"14594","4.36","9.02","3.68"
"14595","4.27","8.79","3.87"
"14596","4.27","8.79","3.87"
"14597","4.27","8.79","3.87"
"14598","4.27","8.79","3.87"
"14599","4.27","8.79","3.87"
"14600","4.27","8.79","3.87"
"14601","4.08","8.92","3.95"
"14602","4.27","8.79","3.87"
"14603","4.36","9.02","3.68"
"14604","4.36","9.02","3.68"
"14605","4.36","9.02","3.68"
"14606","4.27","8.79","3.87"
"14607","4.27","8.79","3.87"
"14608","4.27","8.79","3.87"
"14609","4.27","8.79","3.87"
"14610","4.27","8.79","3.87"
"14611","4.27","8.79","3.87"
"14612","2.78","8.37","3.84"
"14613","2.44","8.37","3.57"
"14614","2.44","8.37","3.57"
"14615","3.47","8.37","3.34"
"14616","2.44","8.37","3.9"
"14617","2.44","8.37","3.9"
"14618","1.82","8.37","2.35"
"14619","2.44","8.37","3.57"
"14620","4.27","9.02",""
"14621","4.27","9.02",""
"14622","4.27","9.02",""
"14623","4","8.7","2.7"
"14624","4.27","9.02",""
"14625","4.27","9.02",""
"14626","3.36","6.37","3.6"
"14627","3.6","8.37","3.6"
"14628","3.6","8.37","3.6"
"14629","4.1","8.9","4.1"
"14630","4.1","8.9","4.1"
"14631","4.1","8.9","4.1"
"14632","3.7","8.9","3.9"
"14633","4.1","8.9","4.1"
"14634","4.1","8.9","4.1"
"14635","4.1","8.9","4.1"
"14636","4.2","8.7","4"
"14637","2.44","8.37","3.57"
"14638","2.44","8.37","3.57"
"14639","2.44","8.37","3.57"
"14640","2.78","8.37","4.03"
"14641","2.78","8.37","4.03"
"14642","3.36","8.37","3.6"
"14643","3.36","8.37","3.6"
"14644","2.44","8.37","3.57"
"14645","3","8.4","3.8"
"14646","3.36","8.37","3.6"
"14647","2.44","8.37","3.57"
"14648","2.44","8.37","3.57"
"14649","","9.02",""
"14650","","8.84",""
"14651","","8.84",""
"14652","","8.82",""
"14653","","8.84",""
"14654","","8.84",""
"14655","","8.84",""
"14656","","8.62",""
"14657","","8.62",""
"14658","","8.84",""
"14659","","8.84",""
"14660","","8.84",""
"14661","","9.02",""
"14662","","9.02",""
"14663","","9.02",""
"14664","","9.02",""
"14665","4.27","8.84","3.87"
"14666","4.27","8.84","3.87"
"14667","3.87","8.84","4.27"
"14668","3.87","8.84","4.27"
"14669","4.27","8.84","3.87"
"14670","4.27","8.84","3.87"
"14671","","9.02",""
"14672","","8.84",""
"14673","","8.84",""
"14674","","8.84",""
"14675","","8.84",""
"14676","","8.84",""
"14677","","8.84",""
"14678","","8.84",""
"14679","","8.84",""
"14680","","8.84",""
"14681","","8.84",""
"14682","","8.84",""
"14683","4.27","9.02","3.87"
"14684","4.27","9.02","3.87"
"14685","4.27","9.02","3.87"
"14686","4.27","9.02","3.87"
"14687","4.27","9.02","3.87"
"14688","4.27","9.02","3.87"
"14689","4.27","9.02","3.87"
"14690","4.27","9.02","3.87"
"14691","4.27","9.02","3.87"
"14692","4.27","9.02","3.87"
"14693","4.27","9.02","3.87"
"14694","4.27","9.02","3.87"
"14695","4.27","9.02","3.87"
"14696","4.27","9.02","3.87"
"14697","4.27","9.02","3.87"
"14698","4.27","9.02","3.87"
"14699","4.27","9.02","3.87"
"14700","4.27","9.02","3.87"
"14701","4.27","9.02","3.87"
"14702","4.27","9.02","3.87"
"14703","4.27","9.02","3.87"
"14704","4.27","9.02","3.87"
"14705","4.27","9.02","3.87"
"14706","4.27","9.02","3.87"
"14707","4.27","9.02","3.87"
"14708","4.27","9.02","3.87"
"14709","4.27","9.02","3.87"
"14710","4.27","9.02","3.87"
"14711","4.27","9.02","3.87"
"14712","4.27","9.02","3.87"
"14713","4.27","9.02","3.87"
"14714","4.27","9.02","3.87"
"14715","4.27","9.02","3.87"
"14716","4.27","9.02","3.87"
"14717","4.27","9.02","3.87"
"14718","4.27","9.02","3.87"
"14719","4.27","9.02","3.87"
"14720","4.27","9.02","3.87"
"14721","4.27","9.02","3.87"
"14722","4.27","9.02","3.87"
"14723","4.27","9.02","3.87"
"14724","4.27","9.02","3.87"
"14725","4.27","9.02","3.87"
"14726","4.27","9.02","3.87"
"14727","4.27","9.02","3.87"
"14728","4.27","9.02","3.87"
"14729","4.27","9.02","3.87"
"14730","3.47","8.37","4.07"
"14731","3.47","8.37","4.07"
"14732","3.47","8.37","4.07"
"14733","3.47","8.37","4.07"
"14734","3.47","8.37","4.07"
"14735","3.47","8.37","4.07"
"14736","3.47","8.37","4.07"
"14737","3.47","8.37","4.07"
"14738","3.47","8.37","4.07"
"14739","3.47","8.37","4.07"
"14740","3.47","8.37","4.07"
"14741","3.47","8.37","4.07"
"14742","3.47","8.37","4.07"
"14743","3.47","8.37","4.07"
"14744","3.47","8.37","4.07"
"14745","3.47","8.37","4.07"
"14746","3.47","8.37","4.07"
"14747","3.47","8.37","4.07"
"14748","3.5","8.9","4.07"
"14749","3.47","8.37","4.07"
"14750","3.47","8.37","4.07"
"14751","3.47","8.37","4.07"
"14752","3.47","8.37","4.07"
"14753","3.47","8.37","4.07"
"14754","3.47","8.37","4.07"
"14755","3.47","8.37","4.07"
"14756","3.47","8.37","4.07"
"14757","3.47","8.37","4.07"
"14758","3.47","8.37","4.07"
"14759","3.47","8.37","4.07"
"14760","3.47","8.37","4.07"
"14761","3.47","8.37","4.07"
"14762","3.47","8.37","4.07"
"14763","3.47","8.37","4.07"
"14764","3.47","8.37","4.07"
"14765","3.47","8.37","4.07"
"14766","3.47","8.37","4.07"
"14767","3.47","8.37","4.07"
"14768","3.47","8.37","4.07"
"14769","3.47","8.37","4.07"
"14770","3.47","8.37","4.07"
"14771","3.5","8.4","4"
"14772","3.47","8.37","4.07"
"14773","3.47","8.37","4.07"
"14774","3.47","8.37","4.07"
"14775","3.47","8.37","4.07"
"14776","4.27","9.02","3.87"
"14777","4.27","9.02","3.87"
"14778","4.27","9.02","3.87"
"14779","4.27","9.02","3.87"
"14780","4.27","9.02","3.87"
"14781","4.27","9.02","3.87"
"14782","4.27","9.02","3.87"
"14783","4.27","9.02","3.87"
"14784","4.27","9.02","3.87"
"14785","4.27","9.02","3.87"
"14786","4.27","9.02","3.87"
"14787","4.27","9.02","3.87"
"14788","4.27","9.02","3.87"
"14789","4.27","9.02","3.87"
"14790","4.27","9.02","3.87"
"14791","4.27","9.02","3.87"
"14792","4.27","9.02","3.87"
"14793","4.27","9.02","3.87"
"14794","4.27","9.02","3.87"
"14795","4.27","9.02","3.87"
"14796","4.27","9.02","3.87"
"14797","4.27","9.02","3.87"
"14798","4.27","9.02","3.87"
"14799","4.27","9.02","3.87"
"14800","4.27","9.02","3.87"
"14801","4.27","9.02","3.87"
"14802","4.27","9.02","3.87"
"14803","4.27","9.02","3.87"
"14804","4.27","9.02","3.87"
"14805","4.27","9.02","3.87"
"14806","4.27","9.02","3.87"
"14807","4.27","9.02","3.87"
"14808","4.27","9.02","3.87"
"14809","4.27","9.02","3.87"
"14810","4.27","9.02","3.87"
"14811","4.27","9.02","3.87"
"14812","4.27","9.02","3.87"
"14813","4.27","9.02","3.87"
"14814","4.27","9.02","3.87"
"14815","4.27","9.02","3.87"
"14816","4.27","9.02","3.87"
"14817","4.27","9.02","3.87"
"14818","4.27","9.02","3.87"
"14819","4.27","9.02","3.87"
"14820","4.27","9.02","3.87"
"14821","4.27","9.02","3.87"
"14822","4.27","9.02","3.87"
"14823","4.27","9.02","3.87"
"14824","4.27","9.02","3.87"
"14825","4.27","9.02","3.87"
"14826","4.27","9.02","3.87"
"14827","4.27","9.02","3.87"
"14828","4.27","9.02","3.87"
"14829","4.27","9.02","3.87"
"14830","4.27","9.02","3.87"
"14831","4.27","9.02","3.87"
"14832","4.27","9.02","3.87"
"14833","4.27","9.02","3.87"
"14834","4.27","9.02","3.87"
"14835","4.27","9.02","3.87"
"14836","4.27","9.02","3.87"
"14837","4.27","9.02","3.87"
"14838","4.27","9.02","3.87"
"14839","4.27","9.02","3.87"
"14840","4.27","9.02","3.87"
"14841","4.27","9.02","3.87"
"14842","4.27","9.02","3.87"
"14843","4.27","9.02","3.87"
"14844","4.27","9.02","3.87"
"14845","4.27","9.02","3.87"
"14846","4.27","9.02","3.87"
"14847","4.27","9.02","3.87"
"14848","4.27","9.02","3.87"
"14849","4.27","9.02","3.87"
"14850","4.27","9.02","3.87"
"14851","4.27","9.02","3.87"
"14852","4.27","9.02","3.87"
"14853","4.27","9.02","3.87"
"14854","4.27","9.02","3.87"
"14855","4.27","9.02","3.87"
"14856","4.27","9.02","3.87"
"14857","4.27","9.02","3.87"
"14858","4.27","9.02","3.87"
"14859","4.27","9.02","3.87"
"14860","4.27","9.02",""
"14861","4.27","9.02",""
"14862","4.27","9.02",""
"14863","4.27","9.02",""
"14864","4.27","9.02",""
"14865","4.27","9.02","3.87"
"14866","4.27","9.02","3.87"
"14867","4.27","9.02","3.87"
"14868","4.27","9.02","3.87"
"14869","4.27","9.02","3.87"
"14870","4.27","9.02","3.87"
"14871","4.27","9.02","3.87"
"14872","4.27","9.02","3.87"
"14873","4.27","9.02","3.87"
"14874","4.27","9.02","3.87"
"14875","4.27","9.02","3.87"
"14876","4.27","9.02","3.87"
"14877","4.27","9.02","3.87"
"14878","4.27","9.02","3.87"
"14879","4.27","9.02","3.87"
"14880","4.27","9.02","3.87"
"14881","4.27","9.02","3.87"
"14882","4.27","9.02","3.87"
"14883","4.27","9.02","3.87"
"14884","4.27","9.02","3.87"
"14885","4.27","9.02","3.87"
"14886","4.27","9.02","3.87"
"14887","4.27","9.02","3.87"
"14888","4.27","9.02","3.87"
"14889","4.27","9.02","3.87"
"14890","4.27","9.02","3.87"
"14891","4.27","9.02","3.87"
"14892","4.27","9.02","3.87"
"14893","4.27","9.02","3.87"
"14894","4.27","9.02","3.87"
"14895","4.27","9.02","3.87"
"14896","4.27","9.02","3.87"
"14897","4.27","9.02","3.87"
"14898","3.9","8.4","4"
"14899","3.5","8.4","3.9"
"14900","4.1","8.8","4"
"14901","3.9","8.8","4"
"14902","3.8","8.8","3.9"
"14903","3.7","8.7","4"
"14904","3.8","8.6","4.1"
"14905","3.9","8.8","3.9"
"14906","3.6","8.6","3.5"
"14907","3.7","8.6","4.1"
"14908","3.8","8.7","4.1"
"14909","4.3","8.4","3.9"
"14910","4","8.8","3.9"
"14911","4","8.8","4"
"14912","3.9","8.8","4"
"14913","3.9","8.8","4"
"14914","4.2","8.8","3.9"
"14915","4","8.8","3.9"
"14916","4.1","8.8","4"
"14917","4.2","8.8","3.9"
"14918","4.2","8.8","3.9"
"14919","3.9","8.8","3.8"
"14920","3.5","8.9","3.9"
"14921","4","8.8","4"
"14922","3.9","8.8","3.9"
"14923","3.8","8.8","3.9"
"14924","3.5","8.8","3.9"
"14925","2.7","8.8","3.6"
"14926","3.6","8.8","3.9"
"14927","3.8","8.8","3.8"
"14928","4.1","8.8","4"
"14929","3.6","8.8","3.8"
"14930","4","8.8","4"
"14931","3.7","8.8","3.9"
"14932","3.8","8.8","3.9"
"14933","3.7","8.7","4"
"14934","3.7","8.7","3.9"
"14935","3.8","8.7","4"
"14936","3.6","8.8","3.8"
"14937","4","8.8","3.9"
"14938","3.3","8.8","3.7"
"14939","3.7","8.8","3.9"
"14940","4","8.8","4"
"14941","4","8.8","4"
"14942","3.2","8.4","4"
"14943","4","8.4","4.1"
"14944","4.1","8.8","4.1"
"14945","3.5","8.4","3.7"
"14946","3.9","8.8","4.1"
"14947","3","8.4","3.7"
"14948","3","8.8","3.7"
"14949","4","8.8","4.1"
"14950","4","8.8","4.1"
"14951","3.7","8.6","4"
"14952","3.6","8.8","3.8"
"14953","4","8.4","4.1"
"14954","4","8.8","4.1"
"14955","4","8.8","4.1"
"14956","4","8.8","4"
"14957","4.1","8.8","4"
"14958","4.1","8.8","3.9"
"14959","4","8.8","4"
"14960","3.9","8.8","4"
"14961","4","9","4"
"14962","3.9","8.8","3.9"
"14963","3.7","8.4","3.9"
"14964","3.5","8.5","3.8"
"14965","4.1","8.9","4"
"14966","4","8.8","4.1"
"14967","3.6","8.8","4"
"14968","3.2","8.7","3.8"
"14969","2.9","8.8","3.7"
"14970","4","8.8","4.1"
"14971","3.6","8.4","3.9"
"14972","3.8","8.4","4.1"
"14973","3.7","8.4","4"
"14974","4","8.8","3.9"
"14975","4","8.8","3.9"
"14976","4.1","8.7","4"
"14977","4.3","8.9","4"
"14978","4","8.8","3.8"
"14979","4.2","8.9","3.9"
"14980","4.1","8.7","4.1"
"14981","3.9","8.7","4.1"
"14982","4","8.8","4.1"
"14983","3.8","8.8","3.9"
"14984","4","8.8","4"
"14985","4.1","8.8","3.9"
"14986","1.5","8.4","1.9"
"14987","1.8","8.4","2.1"
"14988","2.7","8.4","2"
"14989","4","8.4","4.1"
"14990","4.1","8.7","4.1"
"14991","4","8.4","4.1"
"14992","4","8.4","4.1"
"14993","3.9","8.8","3.9"
"14994","3.9","8.7","4.1"
"14995","4.2","8.8","4"
"14996","3.9","8.8","3.9"
"14997","4","8.6","4.1"
"14998","3.6","8.8","3.8"
"14999","4","8.8","4"
"15000","4.1","8.8","3.9"
"15001","3.9","8.7","4.1"
"15002","4.1","8.8","3.9"
"15003","3.9","8.6","4.1"
"15004","4.27","9.02","3.87"
"15005","4.27","9.02","3.87"
"15006","4.27","9.02","3.87"
"15007","4.27","9.02","3.87"
"15008","4.27","9.02","3.87"
"15009","4.27","9.02","3.87"
"15010","4.27","9.02","3.87"
"15011","4.27","9.02","3.87"
"15012","4.27","9.02","3.87"
"15013","4.27","9.02","3.87"
"15014","4.27","9.02","3.87"
"15015","4.27","9.02","3.87"
"15016","4.27","9.02","3.87"
"15017","4.27","9.02","3.87"
"15018","4.27","9.02","3.87"
"15019","4.27","9.02","3.87"
"15020","4","9","4"
"15021","4","9","4"
"15022","3.9","8.8","3.9"
"15023","2.8","8.7","3.8"
"15024","4","9","4"
"15025","4","9","4"
"15026","4","9","4"
"15027","3.9","8.8","3.9"
"15028","3.9","8.8","3.9"
"15029","4.1","8.8","3.9"
"15030","4.3","8.9","3.9"
"15031","3.7","8.9","4"
"15032","3.9","8.8","4"
"15033","4.3","8.9","3.9"
"15034","3.9","8.8","3.9"
"15035","3.7","8.9","4"
"15036","3.7","8.9","4"
"15037","4.1","8.9","4.1"
"15038","3.9","8.8","3.9"
"15039","3.8","9","4"
"15040","4.1","8.9","4.1"
"15041","4","9","4"
"15042","3.7","8.9","4"
"15043","3.7","8.9","4"
"15044","3.6","8.9","4"
"15045","3.9","8.8","4"
"15046","3.7","8.9","4"
"15047","3.9","8.8","4"
"15048","4.3","8.9","3.9"
"15049","3.8","9","4"
"15050","3.7","8.9","4"
"15051","3.8","9","4"
"15052","4","9","4"
"15053","4","8.9","4"
"15054","4.2","9","4"
"15055","4.1","8.9","4.1"
"15056","4.27","9.02","3.87"
"15057","4.27","9.02","3.87"
"15058","4.27","9.02","3.87"
"15059","4.27","9.02","3.87"
"15060","4.27","9.02","3.87"
"15061","4.27","9.02","3.87"
"15062","4.27","9.02","3.87"
"15063","4.27","9.02","3.87"
"15064","4.27","9.02","3.87"
"15065","4.27","9.02","3.87"
"15066","4.27","9.02","3.87"
"15067","4.27","9.02","3.87"
"15068","4.27","9.02","3.87"
"15069","4.27","9.02","3.87"
"15070","4.27","9.02","3.87"
"15071","4.27","9.02","3.87"
"15072","4.27","9.02","3.87"
"15073","4","9","4"
"15074","4","9","4"
"15075","4","9","4"
"15076","4","9","4"
